2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS Estamparia;Peças para Carretas CHASSIS;25739;COMPLEM. TRASV. SUP. TRASEIRO - CHASSI F6SS M14;120650 - CHAPA GQ   5/16(7,94)     1010;200,00;160,00;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas CHASSIS;496509;TUBO PLACA - CHASSI        FT5;;;;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;32316;"ARRUELA LISA Ø1"" _ ENGATE _ CBH / FTC";134716 - TUBO MECANICO  56 X  28  ST-52;9,50;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;434656;PONTA EIXO-CUBO FORJ  (00)F6;110980 - ACO LAMINADO RED 1.3/4    1045;306,00;44,45;4;S Usinagem;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;442008;PINO LIMITADOR GIRO-5RODA U6;"112215 - ACO TREF. RED. SAE-1020 - 1""";135,00;25,40;1;S Usinagem;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;479718;PINO   FIX EIXO DIANT    F8/F10;"112525 - ACO TREF. RED. SAE-1020 - 5/8""";100,00;15,88;2;S Usinagem;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;437700;CORPO LIMIT GIRO - EIX DIAT FT5;"126202 - AÇO CHATO LAM 1/2 X 3"" SAE-1020";350,00;76,20;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;25545;CORPO DO EIXO - F4/6 CM/SM;134018NAC - TUBO RETANGULAR 200 X 100 X 4.75;;;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;496522;TUBO EIXO - EIXO SIMPL FT5;134030 - TUBO MEC STAND 101.60 X 6.30;70,00;101,60;1;S Usinagem;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;447043;PORTA ICAMENTO - EIXO SS (M98) F;120157 - CHAPA GQ   3/8 (9,53)     1010;173,00;85,00;4;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;25602;CHAPEAMENTO GUIA - EIXO F4/F6;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;200,00;200,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;459562;TRAVA EIXO-EIXO COMPL F4S;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;150,00;150,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;25603;ESBARRO EIXO BALANCIM - EIXO F4/F6;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;120,00;105,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;25573;REFORÇO DA PLACA-EIXO DIANT F4/6 (NOV13...);120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;113,00;113,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;475087;PLACA APOIO EIXO DIANT (M98) F;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;690,00;375,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;412661;ARRUELA P/RET - EIXO (C) F6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;;;4;S Usinagem;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;25546;FECHAMENTO [EIXO - F4];120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;;;4;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;25600;HASTE ESTABILIZADORA LD/LE - EIXO F4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;;;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;420074;ENGATE BALANCIM - EIXO BAL FT5;120650 - CHAPA GQ   5/16(7,94)     1010;219,00;100,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;439990;COMPL PORT ICAM EIXO SS (M98) F;120650 - CHAPA GQ   5/16(7,94)     1010;85,00;40,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;437700;CORPO LIMIT GIRO - EIX DIAT FT5;;;;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;420074;ENGATE BALANCIM - EIXO BAL FT5;;;;1;Sem Processo;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;447043;PORTA ICAMENTO - EIXO SS (M98) F;;;;4;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;25545;CORPO DO EIXO - F4/6 CM/SM;;;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;4;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;25602;CHAPEAMENTO GUIA - EIXO F4/F6;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;200,00;200,00;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;25603;ESBARRO EIXO BALANCIM - EIXO F4/F6;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;120,00;105,00;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;475087;PLACA APOIO EIXO DIANT (M98) F;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;690,00;375,00;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;25546;FECHAMENTO [EIXO - F4];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;4;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;25600;HASTE ESTABILIZADORA LD/LE - EIXO F4/6;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;496522;TUBO EIXO - EIXO SIMPL FT5;;;;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;434656;PONTA EIXO-CUBO FORJ  (00)F6;;;;4;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;479718;PINO   FIX EIXO DIANT    F8/F10;;;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;4;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas EIXOS;448552;REFORÇO LIM GIRO EIXO SS(M98)F4;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;50,00;50,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Prensas;Peças para carretas FUEIROS;457000;TENSOR CORRENTE - CORROC  CAR;"112501 - ACO TREF. RED. SAE-1020 - 5/16""";290,00;7,90;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Usinagem;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para carretas FUEIROS;457000;TENSOR CORRENTE - CORROC  CAR;"112501 - ACO TREF. RED. SAE-1020 - 5/16""";290,00;7,90;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Forjaria;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para carretas FUEIROS;428395;CORRENTE/PORTA CORR 995-CARROC;226105 - CORRENTE ELO 3/16 F. POLIDO;1125,00;;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para carretas FUEIROS;428383;CORRENTE TENSOR 855 - CARROC;226105 - CORRENTE ELO 3/16 F. POLIDO;;;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;25073;EMBOLO S/FREIO - ICAM F4/F6 (NOV/12...);110322 - ACO LAMINADO RED 1.3/4    1020;190,00;44,45;1;S Usinagem;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;32313;PINO LUVA DE ENGATE _ CBH / FTC;"112150 - ACO TREF. RED. SAE-1045 - 1""";130,00;;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;25071;BUCHA EMBOLO - IÇAMENTO F4/F6 (NOV/12...);"134170 - TUBO SCHEDULLE 80 - 1.1/2""";105,00;48,30;1;Sem Processo;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;25075;ESBARRO DO EMBOLO - IÇAMENTO F4/F6 (NOV/12);"134170 - TUBO SCHEDULLE 80 - 1.1/2""";10,00;48,30;1;Sem Processo;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;418377;BUCHA ICAMENTO FA4;134855 - TUBO     1           DIN 2440;20,00;25,40;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;480307;HASTE TRACAO MAIOR-ICAM   F4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;1050,00;284,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;480230;HASTE TRACAO MENOR-ICAM   F4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;885,00;132,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;446282;TRANSV MAIOR - ICAM  (M98)F4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;658,00;120,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;446312;TRANSV MENOR - ICAM  (M98)F4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;380,00;120,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;468393;FECHAM COMPL - ICAM  (M98)F4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;110,00;80,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;468540;FECHAM FRONTAL - ICAM (M98) F4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;87,00;105,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;418894;LUVA UNIAO - ICAM (M98) F4/;"126226 - AÇO CHATO LAM 5/8 X 3"" SAE-1020";252,00;76,20;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;410718;"LUVA ENGATE FURO 1""  (M98)F4/6";126706 - AÇO CHATO LAM 5/8 X 2.1/2 SAE-1020;325,00;63,50;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;418894;LUVA UNIAO - ICAM (M98) F4/;;;;1;Sem Processo;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;410718;"LUVA ENGATE FURO 1""  (M98)F4/6";;;;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;446282;TRANSV MAIOR - ICAM  (M98)F4/6;;;;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;446312;TRANSV MENOR - ICAM  (M98)F4/6;;;;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;468393;FECHAM COMPL - ICAM  (M98)F4/6;;;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;480230;HASTE TRACAO MENOR-ICAM   F4/6;;;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;468540;FECHAM FRONTAL - ICAM (M98) F4/6;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;87,00;105,00;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;480307;HASTE TRACAO MAIOR-ICAM   F4/6;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;1050,00;284,00;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;25073;EMBOLO S/FREIO - ICAM F4/F6 (NOV/12...);110322 - ACO LAMINADO RED 1.3/4    1020;190,00;44,45;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;25566;SUPORTE - FECHAM TRASEIRO  (FR) - S4,0/3,2M;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;450,00;45,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;31038;APOIO DA CORRENTE - LATERAL S4,0M;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;;;4;Sem Processo;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;25886;COLUNA INTERMEDIÁRIA DO GIGANTE S3,20M;120250 - CHAPA #11(3,04) A36/CIVIL300;270,00;98,00;4;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;25562;REFORÇO INF - FECHAMENTO DIANT - S4,0/3,2M;120273 - CHAPA FQ  3,75mm. SAE-1006;1895,00;102,00;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;25561;COLUNA - FECHAMENTO DIANT (FR) - S4,0/3,2M;120273 - CHAPA FQ  3,75mm. SAE-1006;748,00;145,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;26453;FECHAM LATERAL GRADE 45 cm;120273 - CHAPA FQ  3,75mm. SAE-1006;446,00;95,00;4;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;25563;TRAVESSA SUP - FECHAMENTO DIANT - S4,0/3,2M;120706 - CHAPA FQ #13 (1,20 x 2,40m) 1010;;;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;25561;COLUNA - FECHAMENTO DIANT (FR) - S4,0/3,2M;;;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;25886;COLUNA INTERMEDIÁRIA DO GIGANTE S3,20M;;;;4;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;25955;CORPO FECHAM LATERAL S4,0M;;;;2;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;29686;CORPO - FECHAMENTO DIANT - S4,0ER;120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300;1885,00;595,00;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;29688;CORPO - FECHAMENTO TRASEIRO - S4,0ER;120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300;1885,00;595,00;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;25562;REFORÇO INF - FECHAMENTO DIANT - S4,0/3,2M;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;1895,00;102,00;1;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;26453;FECHAM LATERAL GRADE 45 cm;120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;446,00;95,00;4;S Mont Sistemas Carretas;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;25563;TRAVESSA SUP - FECHAMENTO DIANT - S4,0/3,2M;120706 - CHAPA FQ #13 (1,20 x 2,40m) 1010;2150,00;275,00;1;Sem Processo;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;29686;CORPO - FECHAMENTO DIANT - S4,0ER;120031 - CHAPA FQ #14 (1,20 x 6,00m) 1010;;;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;29688;CORPO - FECHAMENTO TRASEIRO - S4,0ER;120031 - CHAPA FQ #14 (1,20 x 6,00m) 1010;;;1;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;25955;CORPO FECHAM LATERAL S4,0M;120258 - CHAPA FQ #13 (1.20 x 4,00m) 1010;3882,00;595,00;2;S Estamparia;F6 SS RS/RS A45 MT M22 - Carreta Metálica Fixa 6t RS/RS de 2 Eixos – ALT 45 - Molas, Freios e Pneus não Incluídos
