2o. Agrupamento,3o. Agrupamento,Recurso,Descrição,Matéria Prima,Compr,Largu,Quant,Etapa Seguinte,carreta
GMS Pintura- Embalar Prod,70 Sistemas Carretas,30246,EIXO COMPL BAL TANDEM C/ FREIO LE  CBHM,350620 - THINNER P/ ESMALTE SINTETICO,0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Pintura- Embalar Prod,70 Sistemas Carretas,030620CO,CHASSI COMPLETO SC CINZA [CBH5/CBHM3500/CBHM4500/CBHM5000/CBHM8000 M17],443359 - PINO TRAVA RÉ [CBH/CBHM/F/FA/FTC],0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Expedição,Carretas Basculantes hidráulicas,CBH5 FO SC T M21,"Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos",030620CO - CHASSI COMPLETO SC CINZA [CBH5/CBHM3500/CBHM4500/CBHM5000/CBHM8000 M17],0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Sist Carr,Conjuntos Carretas,30383,MACACO COMPLETO [CBHM M17],030789 - CORRENTE 180MM - MACACO M17,0.0,0.0,1,S Pintura,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,32361,CAÇAMBA SIMPLES FO [CBH5 M21],028811 - MONT FECHO RÁPIDO INFERIOR  CBH/CBHM,0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,29966,"CONJUNTO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL","029965 - REFORÇO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL",0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,30190,VARAO FRENAGEM - TANDEM C/ FREIO,030191 - CORPO DO VARÃO DE FRENAGEM - TANDEM C/ FREIO,0.0,0.0,2,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31548,CONJUNTO SUPORTE FRONTAL SC [CBH/CBHM M17],030327 - TUBO FIXO MACACO M17 CHASSI CBHM/CBH,0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,32470,"CHASSI DA CAÇAMBA [CBH5,0 M21]",030334 - LONGARINA DA PLATAFORMA M17    CBHM,0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,30389,BASE MÓVEL DO MACACO [CBHM M17],030387 - BASE MÓVEL M17 BASE MÓVEL CBHM/CBH,0.0,0.0,2,S Pintura,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,30671,TUBO HIDRÁULICO [CBHM5000 M17],030653 - CORPO TUBO HIDRÁULICO - ACESS   CBHM M17,0.0,0.0,2,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31401,TAMPA LATERAL INFERIOR LE [CBH5/CBH6R M17],030751 - CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 4,0.0,0.0,1,S Pintura,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31218,FUEIRO SUPORTE DIANTEIRO SUPERIOR CBH M18,031237 - CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18),0.0,0.0,2,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31256,EIXO(TUBO) BALANCIM LD TANDEM C/ FREIO CBHM/CBH 4t,031245 - TUBO BALANCIM TANDEM 4T,0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31259,EIXO(TUBO) BALANCIM LE TANDEM C/ FREIO CBHM/CBH 4t,031245 - TUBO BALANCIM TANDEM 4T,0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31289,FUEIRO FO LD  [CBH M18],031287 - CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18,0.0,0.0,1,S Pintura,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31290,FUEIRO FO LE [CBH M18],031287 - CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18,0.0,0.0,1,S Pintura,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,34547,CAMISA DO CILINDRO [CBH5/CBHM5000],034545 - TUBO [CAMISA DO CILINDRO - CBH5/CBHM5000],0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,34899,PISTÃO DO CILINDRO [CBHM5000/6000],034879 - EIXO PISTÃO [CBHM5000/6000],0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,34550,CILINDRO HIDRÁULICO [CBH5/CBHM5000],210160 - ANEL RASPADOR     REF D-2000,0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,30188,CONJ SUPORTE FREIO LD - TANDEM C/ FREIO,412818 - ARRUELA CONICA EIXO - ROD P4T,0.0,0.0,2,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,30243,CONJ SUPORTE FREIO LE - TANDEM C/ FREIO,412818 - ARRUELA CONICA EIXO - ROD P4T,0.0,0.0,2,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,466712,ENGATE COM FREIO [CBH/CBHM],"414426 - PORTA TRAVA RE  FA3,5FBS",0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,23590,TRAVA TAMPA TRAS CBH(M12) /  CBHM (31 AGO 2012.../T7113-08/12...),490313 - REFORÇO TRAVA T TRAS -  ACESS  CBHM,0.0,0.0,2,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Mont Conj Carr,Conjuntos Carretas,31776,SUPORTE EIXO BALANCIM TANDEM C/ FREIO - CBH/CBHM 4TON M20,490325 - CHAPEAM SUP EIXO FA4 (TUBO),0.0,0.0,1,S Pintura,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Pintura- Embalar Prod,Conjuntos Carretas,030389CO,BASE MÓVEL DO MACACO CINZA [CBHM M17],030389 - BASE MÓVEL DO MACACO [CBHM M17],0.0,0.0,2,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Pintura- Embalar Prod,Conjuntos Carretas,031289LC,FUEIRO FO LD LARANJA [CBH M18],031289 - FUEIRO FO LD  [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
GMS Pintura- Embalar Prod,Conjuntos Carretas,031290LC,FUEIRO FO LE LARANJA [CBH M18],031290 - FUEIRO FO LE [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,"CBH5 FO SC T M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos"
