2o. Agrupamento,3o. Agrupamento,Recurso,Descrição,Matéria Prima,Compr,Largu,Quant,Etapa Seguinte,carreta
GMS Mont Conj Carr,Conjuntos Carretas,34759,PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA],034756 - EIXO [PISTÃO - CBHM6000 CA],0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,34630,CILINDRO HIDRÁULICO [CBHM6000 CA],210011 - ANEL O'RING 2-244,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,425035,VARAO FRENAGEM      5000  CBHM,412818 - ARRUELA CONICA EIXO - ROD P4T,0.0,0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,25589,CONJ SUPORTE FREIO - CARRETAS (NOV13...),412818 - ARRUELA CONICA EIXO - ROD P4T,0.0,0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,466712,ENGATE COM FREIO [CBH/CBHM],"414426 - PORTA TRAVA RE  FA3,5FBS",0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,466803,VARAO ACIONADOR  FREIO  (5000)  CBHM,466815 - CORPO VARAO ACION FREIO (5000) - CBH,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,23590,TRAVA TAMPA TRAS CBH(M12) /  CBHM (31 AGO 2012.../T7113-08/12...),490313 - REFORÇO TRAVA T TRAS -  ACESS  CBHM,0.0,0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,030389CO,BASE MÓVEL DO MACACO CINZA [CBHM M17],030389 - BASE MÓVEL DO MACACO [CBHM M17],0.0,0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,031289LC,FUEIRO FO LD LARANJA [CBH M18],031289 - FUEIRO FO LD  [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,031290LC,FUEIRO FO LE LARANJA [CBH M18],031290 - FUEIRO FO LE [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,032635LC,CAÇAMBA SIMPLES FO LARANJA [CBH6 M22],032635 - CAÇAMBA SIMPLES FO [CBH6 M22],0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,034630CO,CILINDRO HIDRÁULICO CINZA [CBHM6000 CA],034630 - CILINDRO HIDRÁULICO [CBHM6000 CA],0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,34946,BUCHA DO PISTÃO [PISTÃO DO CILINDRO - CBH/CBHM],110012 - ACO LAMINADO RED 2.1/2    1045,"60,00",0.0,1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,34757,CABEÇA DO PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA],110516 - ACO LAMINADO RED 4.1/2    1045,0.0,0.0,1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,34753,FECHAMENTO GUIA [CILINDRO HIDRÁULICO - CBHM6000 CA],"110517 - AÇO REDONDO LAMINADO 5"" 1045",0.0,0.0,1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,34755,FECHAMENTO [CAMISA DO CILINDRO - CBHM6000 CA],110747 - AÇO LAMINADO RED 5          1020,0.0,0.0,1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,28764,ESPAÇADOR TAMPA TRASEIRA  CBH/CBHM,"126615 - AÇO CHATO LAM 3/4 X 2"" SAE-1020","50,80","42,00",2,S C Plasma,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,496923,TUBO DA CAMISA DO CILINDRO [CILINDRO HIDRAULICO - CBH/CBHM],"134387 - TUBO SCHEDULLE 40 - 3/8"" S/C  5 METROS","300,00","17,20",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,34945,TUBO DA CONEXÃO MENOR [CAMISA DO CILINDRO - CBH/CBHM],"134387 - TUBO SCHEDULLE 40 - 3/8"" S/C  5 METROS","35,00",0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças Para Carretas,34756,EIXO [PISTÃO - CBHM6000 CA],222438 - AÇO MT 60.00 CROMADO SAE 1045 NORMAL,0.0,0.0,1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças Para Carretas,496935,ORELHA DO CILINDRO [CAMISA DO CILINDRO - CBH/CBHM],"120376 - CHAPA GQ 1"" (25,4) 1010/1020","90,00","87,00",1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças Para Carretas,497101,CINTA FREIO - EIXO TRAS   F4CC,"120900 - CHAPA FF #20   (0,91)     1010","765,00","50,00",2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças Para Carretas,496923,TUBO DA CAMISA DO CILINDRO [CILINDRO HIDRAULICO - CBH/CBHM],"134387 - TUBO SCHEDULLE 40 - 3/8"" S/C  5 METROS","300,00","17,20",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças Para Carretas,34946,BUCHA DO PISTÃO [PISTÃO DO CILINDRO - CBH/CBHM],110012 - ACO LAMINADO RED 2.1/2    1045,"60,00",0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças Para Carretas,34757,CABEÇA DO PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA],110516 - ACO LAMINADO RED 4.1/2    1045,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças Para Carretas,34753,FECHAMENTO GUIA [CILINDRO HIDRÁULICO - CBHM6000 CA],"110517 - AÇO REDONDO LAMINADO 5"" 1045",0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças Para Carretas,34755,FECHAMENTO [CAMISA DO CILINDRO - CBHM6000 CA],110747 - AÇO LAMINADO RED 5          1020,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças Para Carretas,496935,ORELHA DO CILINDRO [CAMISA DO CILINDRO - CBH/CBHM],"120376 - CHAPA GQ 1"" (25,4) 1010/1020","90,00","87,00",1,S Forjaria,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças Para Carretas,34754,TUBO [CAMISA DO CILINDRO - CBHM6000 CA],"222435 - TUBO TCH 127.00 X 114.30 X 06.35 ST52 BRUN 4.1/2""",0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças Para Carretas,34756,EIXO [PISTÃO - CBHM6000 CA],222438 - AÇO MT 60.00 CROMADO SAE 1045 NORMAL,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Guilhotinas,Peças Para Carretas,497101,CINTA FREIO - EIXO TRAS   F4CC,"120900 - CHAPA FF #20   (0,91)     1010","765,00","50,00",2,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Guilhotinas,Peças Para Carretas,497113,LONA FREIO - EIXO TRAS    F4CC,"299534 - LONA DE FREIO MOLDADA 1/4X2""","500,00","50,80",2,Sem Processo,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Laser,Peças Para Carretas,33612,ARRUELA [ESPAÇADOR - CBH M18],"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",0.0,0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Prensas,Peças para Carretas ACESSORIOS,457012,TENSOR CABOS - FREIO      CAR,"112458 - ACO TREF. RED. SAE-1020 - 3/8""","136,00","9,50",1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas ACESSORIOS,32233,PINO DE ARTICULAÇÃO [CBH/CBHM-1E],110358 - ACO LAMINADO RED 2        1045,"115,00",0.0,2,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas ACESSORIOS,443360,PINO ALAV/COMANDO - FREIO CAR,"112203 - ACO TREF. RED. SAE-1020 - 1/2""","43,00","12,70",1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas ACESSORIOS,444868,PINO TRASEIRO BALANCIM / ABERTURA LATERAL [CBH/CBHM/F/FA/FTC],"112215 - ACO TREF. RED. SAE-1020 - 1""","137,00","25,40",2,S Forjaria,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas ACESSORIOS,496996,PINO MAIOR CILINDRO - ACESS CBH,"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""","130,00","31,70",1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas ACESSORIOS,490430,PINO MENOR CILINDRO - ACESS   CBHM,"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""","102,00","31,70",1,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas ACESSORIOS,28844,PINO DA TAMPA TRASEIRA [CBH],"112525 - ACO TREF. RED. SAE-1020 - 5/8""","77,00",0.0,2,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas ACESSORIOS,30694,ALAVANCA DE FREIO - CHASSI SC CBH/CBHM 4T M17,"120650 - CHAPA GQ   5/16(7,94)     1010","250,00","32,00",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas ACESSORIOS,457012,TENSOR CABOS - FREIO      CAR,"112458 - ACO TREF. RED. SAE-1020 - 3/8""","136,00","9,50",1,Sem Processo,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Forjaria,Peças para Carretas ACESSORIOS,444868,PINO TRASEIRO BALANCIM / ABERTURA LATERAL [CBH/CBHM/F/FA/FTC],Serv PJ Benef Galvaniz - Serviço c/NF de Beneficiamento de Galvanização,0.0,0.0,2,S Usinagem,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Cx Acessórios,Peças para Carretas ACESSORIOS,492486,"CABO ACO 3/16""X4,1M-FREIO P2","299108 - CABO DE ACO 3/16"" GALV. 6X7 + AF.","4100,00","4,76",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças para Carretas ACESSORIOS,490430,PINO MENOR CILINDRO - ACESS   CBHM,0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças para Carretas ACESSORIOS,28844,PINO DA TAMPA TRASEIRA [CBH],0.0,0.0,0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças para Carretas ACESSORIOS,32233,PINO DE ARTICULAÇÃO [CBH/CBHM-1E],110358 - ACO LAMINADO RED 2        1045,"115,00",0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças para Carretas ACESSORIOS,496996,PINO MAIOR CILINDRO - ACESS CBH,"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""","130,00","31,70",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças para Carretas ACESSORIOS,457012,TENSOR CABOS - FREIO      CAR,"112458 - ACO TREF. RED. SAE-1020 - 3/8""","136,00","9,50",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças para Carretas ACESSORIOS,443360,PINO ALAV/COMANDO - FREIO CAR,Serv PJ Benef Galvaniz - Serviço c/NF de Beneficiamento de Galvanização,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Usinagem,Peças para Carretas ACESSORIOS,444868,PINO TRASEIRO BALANCIM / ABERTURA LATERAL [CBH/CBHM/F/FA/FTC],Serv PJ Benef Galvaniz - Serviço c/NF de Beneficiamento de Galvanização,0.0,0.0,2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas CHASSIS,464855,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020","427,00","76,20",1,S Forjaria,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas CHASSIS,429478,TRANSV TRAS-CHASSI (6000) CBHM,134055NAC - TUBO QUADRADO 120 X 120 X 8.00,0.0,0.0,1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Serras,Peças para Carretas CHASSIS,464880,BUCHA EMBOLO - CHASSI CBHM/ICAM FA,"134144 - TUBO SCHEDULLE 80 - 2"" C/C","103,00","60,30",1,Sem Processo,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,30425,"LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010","3271,00","314,00",2,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,30589,PROTEÇÃO DO MACACO- CHASSI  CBH/CBHM M17,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010","181,00","50,00",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,465422,FECHAM TRAS LONG   CHASSI  CBHM,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",0.0,0.0,2,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,409820,PRENDEDOR DO TUBO [CBH/CBHM],"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",0.0,0.0,2,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,32352,SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","1131,00","674,00",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,25484,TRANSV  INTERMEDIARIA (A PARTIR DE AGOSTO/2013)  CHASSI CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","530,00","230,00",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,30750,TRANSV DIANT - CHASSI (6000) CBHM M17,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","266,00","195,00",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,459252,TRAVA RÉ [CBH/CBHM/F/FA/FTC],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","117,50","68,00",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,32353,COMPLEMENTO DO SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",0.0,0.0,1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,30424,"REFORÇO DA LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO","120650 - CHAPA GQ   5/16(7,94)     1010","1325,00","217,00",2,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Plasma,Peças para Carretas CHASSIS,409753,SUPORTE TRASEIRO   CBHM,"120650 - CHAPA GQ   5/16(7,94)     1010",0.0,0.0,4,Sem Processo,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,409820,PRENDEDOR DO TUBO [CBH/CBHM],0.0,0.0,0.0,2,S C Guilhotina,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,25484,TRANSV  INTERMEDIARIA (A PARTIR DE AGOSTO/2013)  CHASSI CBHM,0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30316,REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH,0.0,0.0,0.0,1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30425,"LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO","120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010","3271,00","314,00",2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30589,PROTEÇÃO DO MACACO- CHASSI  CBH/CBHM M17,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010","181,00","50,00",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,32352,SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","1131,00","674,00",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,32353,COMPLEMENTO DO SUPORTE FRONTAL [CHASSI COMPLETO - CBH],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","364,00","215,00",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30750,TRANSV DIANT - CHASSI (6000) CBHM M17,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","266,00","195,00",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,459252,TRAVA RÉ [CBH/CBHM/F/FA/FTC],"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300","117,50","68,00",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Estamparia,Peças para Carretas CHASSIS,30424,"REFORÇO DA LONGARINA - CHASSI SIMPLES SS - CBH 6,0T 01 EIXO","120650 - CHAPA GQ   5/16(7,94)     1010","1325,00","217,00",2,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS Forjaria,Peças para Carretas CHASSIS,464855,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020","427,00","76,20",1,S Mont Sistemas Carretas,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
GMS C.Guilhotinas,Peças para Carretas CHASSIS,30316,REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","170,00","150,00",1,S Estamparia,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo  FORRAGEIRA - C/ FREIOS - Pneus não Incluídos
