2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS Forjaria;Peças Para Carretas;460928;LAMINA N12-255MM FM 14 LAM   CBH/FA;"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160";255,00;50,80;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Forjaria;Peças Para Carretas;460930;LAMINA N13-200MM FM 14 LAM   CBH/FA;"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160";200,00;50,80;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças Para Carretas;468897;FECHAM CILINDRO           CBHM;;;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças Para Carretas;460953;PARAF CENTRO  FM 14 LAM   CBH/FA;;;;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças Para Carretas;34946;BUCHA DO PISTÃO [PISTÃO DO CILINDRO - CBH/CBHM];110012 - ACO LAMINADO RED 2.1/2    1045;60,00;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças Para Carretas;34881;CABEÇA DO PISTÃO [CBHM5000/6000];110139 - ACO LAMINADO RED 4          1045;45,00;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças Para Carretas;496935;ORELHA DO CILINDRO [CAMISA DO CILINDRO - CBH/CBHM];"120376 - CHAPA GQ 1"" (25,4) 1010/1020";90,00;87,00;1;S Forjaria;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças Para Carretas;34545;TUBO [CAMISA DO CILINDRO - CBH5/CBHM5000];222433 - TUBO TCH 114,30 X 101,60 X 06 ST52 IMP BRUN 482MM;;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças Para Carretas;34879;EIXO PISTÃO [CBHM5000/6000];"222434 - AÇO MT 2"" CROMADO SAE 1045 NORMAL (050.80 MM) 517MM";;;1;S C Serras;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;32233;PINO DE ARTICULAÇÃO [CBH/CBHM-1E];110358 - ACO LAMINADO RED 2        1045;115,00;;2;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;496996;PINO MAIOR CILINDRO - ACESS CBH;"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""";130,00;31,70;1;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;490430;PINO MENOR CILINDRO - ACESS   CBHM;"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""";102,00;31,70;1;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;461246;PINO DE FEIXE DE MOLAS      CBH;"112410 - ACO TREF. RED. SAE-1045 - 3/4""";205,00;19,05;2;S Forjaria;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas ACESSORIOS;28844;PINO DA TAMPA TRASEIRA [CBH];"112525 - ACO TREF. RED. SAE-1020 - 5/8""";77,00;;2;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas ACESSORIOS;25656;TRAVA DO GRAMPO DA MOLA - ACESS CARRETAS (NOV13...);120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010;156,00;50,00;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas ACESSORIOS;25656;TRAVA DO GRAMPO DA MOLA - ACESS CARRETAS (NOV13...);;;;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas ACESSORIOS;412168;ARRUELA ENCOSTO - ICAM    U6T;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Forjaria;Peças para Carretas ACESSORIOS;461246;PINO DE FEIXE DE MOLAS      CBH;"112410 - ACO TREF. RED. SAE-1045 - 3/4""";205,00;19,05;2;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;490430;PINO MENOR CILINDRO - ACESS   CBHM;;;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;28844;PINO DA TAMPA TRASEIRA [CBH];;;;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;32233;PINO DE ARTICULAÇÃO [CBH/CBHM-1E];110358 - ACO LAMINADO RED 2        1045;115,00;;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;496996;PINO MAIOR CILINDRO - ACESS CBH;"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""";130,00;31,70;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para Carretas ACESSORIOS;461246;PINO DE FEIXE DE MOLAS      CBH;"112410 - ACO TREF. RED. SAE-1045 - 3/4""";205,00;19,05;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Guilhotinas;Peças para Carretas ACESSORIOS;412168;ARRUELA ENCOSTO - ICAM    U6T;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;70,00;70,00;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas CHASSIS;32432;EMBOLO COM ROSCA - CHASSI CBHM/ICAM;110346 - ACO LAMINADO RED 2        1020;177,00;;1;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas CHASSIS;464855;LUVA ENGATE    - CHASSI    CBH;"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020";427,00;76,20;1;S Forjaria;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas CHASSIS;409728;TRANSV TRASEIRA    CBHM;134055NAC - TUBO QUADRADO 120 X 120 X 8.00;535,00;;1;Sem Processo;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas CHASSIS;464880;BUCHA EMBOLO - CHASSI CBHM/ICAM FA;"134144 - TUBO SCHEDULLE 80 - 2"" C/C";103,00;60,30;1;Sem Processo;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;30348;REFORÇO DA LONGARINA M17 CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1600,00;191,00;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;30589;PROTEÇÃO DO MACACO- CHASSI  CBH/CBHM M17;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;181,00;50,00;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;460783;TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;70,00;60,00;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;453407;SUP FEIXE MOLA DIAN-CHASSI  U4P2;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;;;4;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;411218;APOIO MOLA - CHASSI            CAR;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;409686;TRANSV  INTERMEDIARIA   CBHM;120273 - CHAPA FQ  3,75mm. SAE-1006;536,00;220,00;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;465422;FECHAM TRAS LONG   CHASSI  CBHM;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;;;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;409820;PRENDEDOR DO TUBO [CBH/CBHM];120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;;;4;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;30317;LONGARINA M17 CHASSI CBHM/CBH;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;2695,00;346,00;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;32352;SUPORTE FRONTAL [CHASSI COMPLETO - CBH];120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;1131,00;674,00;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;30318;TRANSVERSINA DIANTEIRA M17 CHASSI CBHM/CBH;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;298,00;241,00;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;460758;APOIO SUP FEIXE DE MOLAS     CBH;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;200,00;100,00;4;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;32353;COMPLEMENTO DO SUPORTE FRONTAL [CHASSI COMPLETO - CBH];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para Carretas CHASSIS;409753;SUPORTE TRASEIRO   CBHM;120650 - CHAPA GQ   5/16(7,94)     1010;;;4;Sem Processo;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;453407;SUP FEIXE MOLA DIAN-CHASSI  U4P2;;;;4;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;409820;PRENDEDOR DO TUBO [CBH/CBHM];;;;4;S C Guilhotina;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;30316;REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH;;;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;411218;APOIO MOLA - CHASSI            CAR;120202 - CHAPA 1/4 (6.30 x 2440 x 6000) A36-CIVIL300;110,00;50,00;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;30348;REFORÇO DA LONGARINA M17 CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1600,00;191,00;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;460760;DISTANCIADOR DIANTEIRO F MOLAS   CBH;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;230,00;30,00;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;460771;DISTANCIADOR TRASEIRO  F MOLAS   CBH;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;230,00;22,00;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;30589;PROTEÇÃO DO MACACO- CHASSI  CBH/CBHM M17;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;181,00;50,00;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;460783;TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;70,00;60,00;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;409686;TRANSV  INTERMEDIARIA   CBHM;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;536,00;220,00;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;30317;LONGARINA M17 CHASSI CBHM/CBH;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;2695,00;346,00;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;32352;SUPORTE FRONTAL [CHASSI COMPLETO - CBH];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;1131,00;674,00;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;32353;COMPLEMENTO DO SUPORTE FRONTAL [CHASSI COMPLETO - CBH];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;364,00;215,00;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;30318;TRANSVERSINA DIANTEIRA M17 CHASSI CBHM/CBH;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;298,00;241,00;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para Carretas CHASSIS;460758;APOIO SUP FEIXE DE MOLAS     CBH;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;200,00;100,00;4;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Forjaria;Peças para Carretas CHASSIS;464855;LUVA ENGATE    - CHASSI    CBH;"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020";427,00;76,20;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para Carretas CHASSIS;32432;EMBOLO COM ROSCA - CHASSI CBHM/ICAM;;;;1;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Guilhotinas;Peças para Carretas CHASSIS;460760;DISTANCIADOR DIANTEIRO F MOLAS   CBH;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;230,00;30,00;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Guilhotinas;Peças para Carretas CHASSIS;460771;DISTANCIADOR TRASEIRO  F MOLAS   CBH;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;230,00;22,00;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Guilhotinas;Peças para Carretas CHASSIS;30316;REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;170,00;150,00;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Guilhotinas;Peças para Carretas CHASSIS;492073;DIAFRAGMA FEIXE MOLA-5ROD U4;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;50,00;40,00;2;Sem Processo;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Prensas;Peças para carretas Conj Intermediários;23516;ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";110,00;12,70;4;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Prensas;Peças para carretas Conj Intermediários;412302;"ARRUELA LISA 1/2""";120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;;;2;Sem Processo;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;34790;"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]";"112434 - ACO TREF. RED. SAE-1020 - 3/4""";;;6;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;23632;TUBO DO TIRANTE DA TRAVA   (M12) CBH;134375 - TUBO     1/2       DIN 2440;425,00;21,20;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para carretas Conj Intermediários;30653;CORPO TUBO HIDRÁULICO - ACESS   CBHM M17;"134387 - TUBO SCHEDULLE 40 - 3/8"" S/C  5 METROS";2500,00;;2;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Plasma;Peças para carretas Conj Intermediários;23504;CHAPA DE REGULAGEM VARÃO DE TRAVA   CBHM 2 EIXOS;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;Sem Processo;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para carretas Conj Intermediários;30653;CORPO TUBO HIDRÁULICO - ACESS   CBHM M17;;;;2;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Estamparia;Peças para carretas Conj Intermediários;23516;ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";110,00;12,70;4;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para carretas Conj Intermediários;23516;ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";110,00;12,70;4;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS Usinagem;Peças para carretas Conj Intermediários;34790;"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]";"112434 - ACO TREF. RED. SAE-1020 - 3/4""";;;6;S Mont Sistemas Carretas;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas EIXOS;405980;PONTA EIXO      FA4/CBHM;110012 - ACO LAMINADO RED 2.1/2    1045;360,00;63,50;2;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas EIXOS;34546;FECHAMENTO GUIA DO CILINDRO [CBH/CBHM];110516 - ACO LAMINADO RED 4.1/2    1045;61,00;;1;S Usinagem;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
GMS C.Serras;Peças para Carretas EIXOS;25547;CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...);134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000;1498,00;;1;S Estamparia;CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos
