2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS C.Serras;Peças para Carretas EIXOS;24375;REFORÇO DO CHAPEAM DO EIXO  - EIXO BAL TANDEM  CBHM;"126202 - AÇO CHATO LAM 1/2 X 3"" SAE-1020";300,00;;2;S C Plasma;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;18053;BATEDOR - SUPORTE    TANDEM FA/CBHF;"126615 - AÇO CHATO LAM 3/4 X 2"" SAE-1020";113,00;50,80;4;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;31738;REFORCO DA BUCHA - TANDEM CBH/CBHM M20;"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020";50,00;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;490325;CHAPEAM SUP EIXO FA4 (TUBO);134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000;1413,00;;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;31243;TUBO BALANCIM TANDEM 6T;134031NAC - TUBO QUADRADO   100,00 X 100,00 X 6MM;1080,00;;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;433860;BUCHA CENTRAL     UVA;134157 - TUBO MECANICO  50 X  32  ST-52;88,00;;1;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas EIXOS;416009;BUCHA BRACO - EIXO BAL T  FA4/6;"134170 - TUBO SCHEDULLE 80 - 1.1/2""";115,00;48,26;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31740;SUPORTE EXTERNO - SUPORTE BALANCIM CBH/CBHM;120054 - CHAPA GQ   5/8 (15,8)     1010;279,00;244,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31736;SUPORTE INTERNO - SUPORTE BALANCIM CBH/CBHM;120054 - CHAPA GQ   5/8 (15,8)     1010;204,00;244,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31754;SAPATA - SUPORTE TANDEM 6T M20;120157 - CHAPA GQ   3/8 (9,53)     1010;228,00;210,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;417233;ARRUELA REFORCO ESTAB - EIXO BAL T FA4/6;120157 - CHAPA GQ   3/8 (9,53)     1010;64,00;64,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31045;SAPATA MAIOR CHASSI  CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;;;2;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;31248;BRACO ESTABILIZADOR(TUBO) - EIXO BAL TANDEM CBHM/CBH 4T;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1529,00;165,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;468745;REFORCO PONTA DE EIXO  TANDEM  FA6;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;100,00;100,00;8;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas EIXOS;412661;ARRUELA P/RET - EIXO (C) F6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;;;4;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;4;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas EIXOS;31248;BRACO ESTABILIZADOR(TUBO) - EIXO BAL TANDEM CBHM/CBH 4T;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1529,00;165,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;416009;BUCHA BRACO - EIXO BAL T  FA4/6;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;31243;TUBO BALANCIM TANDEM 6T;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;405980;PONTA EIXO      FA4/CBHM;110012 - ACO LAMINADO RED 2.1/2    1045;360,00;63,50;4;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas EIXOS;433860;BUCHA CENTRAL     UVA;134157 - TUBO MECANICO  50 X  32  ST-52;88,00;;1;S Trat Termico;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas EIXOS;455600;TAMPA CUBO - RODAGEM   F6/FA/CBHM;120121 - CHAPA FF #18   (1,21)     1010;128,00;128,00;4;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas EIXOS;417749;FECH LAT BR-EIXO TANDEM  FA4/6;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;93,00;93,00;4;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";40,00;19,05;8;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;30603;REFORÇO LATERAL INTERNO - FUEIRO - CBH(M17) ABERTURA LAT.;126901 - AÇO CHATO LAM 3/4 X 3 SAE-1020;350,00;76,20;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31410;REFORÇO INTERNO - FUEIRO - CBH(M18);126901 - AÇO CHATO LAM 3/4 X 3 SAE-1020;50,00;76,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;31287;CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;947,00;;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;"134144 - TUBO SCHEDULLE 80 - 2"" C/C";57,00;;1;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para carretas FUEIROS;29521;CORPO DO ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT;"134430 - TUBO SCHEDULLE 40 - 1.1/4""";;;1;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para carretas FUEIROS;28766;DOBRADIÇA [FUEIRO - CBH M21];120157 - CHAPA GQ   3/8 (9,53)     1010;129,00;45,00;4;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;494665;PINO FUEIRO       CBHM;;;;8;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;30326;TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T;;;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;30603;REFORÇO LATERAL INTERNO - FUEIRO - CBH(M17) ABERTURA LAT.;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;445885;PINO ENG ICAM (M98)   CARR;"112150 - ACO TREF. RED. SAE-1045 - 1""";227,00;25,40;1;S Forjaria;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para carretas FUEIROS;31287;CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18;134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm;950,00;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para carretas FUEIROS;494616;FECHAM SUP   FUEIRO   CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;494884;PINO  MACACO     CBH/CBHM;"112525 - ACO TREF. RED. SAE-1020 - 5/8""";100,00;;1;S C Prensas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas IÇAMENTOS;30327;TUBO FIXO MACACO M17 CHASSI CBHM/CBH;134157 - TUBO MECANICO  50 X  32  ST-52;54,00;;1;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30381;FIXADOR MACACO M17 CHASSI CBHM/CBH;120157 - CHAPA GQ   3/8 (9,53)     1010;100,00;135,00;1;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;459690;FECHAM DIANTEIRO ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;274,00;158,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;441480;SUPORTE ENGATE ICAM (M98) FA/CBHM;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;158,00;122,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30386;TRAVA MACACO - MACACO EXTERNO - CBHM/CBH 4T;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;90,00;90,00;1;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30388;COMPLEMENTO BASE MÓVEL M17 BASE MÓVEL CBHM/CBH;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;79,00;37,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;33889;REFORÇO INTERIOR [CONJ SUP FRONTAL - CBH];120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas IÇAMENTOS;30387;BASE MÓVEL M17 BASE MÓVEL CBHM/CBH;120650 - CHAPA GQ   5/16(7,94)     1010;90,00;24,00;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas IÇAMENTOS;459690;FECHAM DIANTEIRO ICAM (M98) FA/CBHM;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;274,00;158,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;30327;TUBO FIXO MACACO M17 CHASSI CBHM/CBH;;;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas IÇAMENTOS;30381;FIXADOR MACACO M17 CHASSI CBHM/CBH;;;;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Corte Manual;Peças para Carretas IÇAMENTOS;30789;CORRENTE 180MM - MACACO M17;226105 - CORRENTE ELO 3/16 F. POLIDO;180,00;;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas LATERAIS e FECHAMENTOS;32597;TRAVA DA CORRENTE       - TAMPA TRAS       CBHM;"112458 - ACO TREF. RED. SAE-1020 - 3/8""";60,00;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas LATERAIS e FECHAMENTOS;28681;BUCHA DOBRADIÇA LATERAL  CBH/CBHM;134625 - TUBO MECANICO  40 X  20  ST-52;50,00;;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;31227;CANTONEIRA INFERIOR TAMPA TRAS - CBH M18;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1932,00;113,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30451;FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;120273 - CHAPA FQ  3,75mm. SAE-1006;400,00;101,00;8;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;31237;CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18);120273 - CHAPA FQ  3,75mm. SAE-1006;398,00;280,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30376;FIXADOR CHAPA LAT SUP - TAMPA LATERAL - CBH (M17);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;100,00;94,00;10;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas LATERAIS e FECHAMENTOS;30375;FIXADOR LAT INFERIOR - TAMPA LATERAL - CBH (M17);120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;12;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30553;CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 6;;;;4;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;31227;CANTONEIRA INFERIOR TAMPA TRAS - CBH M18;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1932,00;113,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30451;FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;400,00;101,00;8;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;31237;CHAPEAMENTO DO FUEIRO M18 - FUEIRO DIANTEIRO SUPERIOR - CBH (M18);120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;398,00;280,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30375;FIXADOR LAT INFERIOR - TAMPA LATERAL - CBH (M17);120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;100,00;95,00;12;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas LATERAIS e FECHAMENTOS;30376;FIXADOR CHAPA LAT SUP - TAMPA LATERAL - CBH (M17);120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;100,00;94,00;10;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas LATERAIS e FECHAMENTOS;28681;BUCHA DOBRADIÇA LATERAL  CBH/CBHM;134625 - TUBO MECANICO  40 X  20  ST-52;50,00;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;30553;CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 6;120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300;;;4;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;31238;FECHAM. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18;120273 - CHAPA FQ  3,75mm. SAE-1006;398,00;136,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas LATERAIS e FECHAMENTOS;31217;FECHAM. SUP. FUEIRO - FUEIRO DIANT. SUPERIOR - CBH M18;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;152,00;50,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425874;PINO DA TRAVA         CBHM;"112434 - ACO TREF. RED. SAE-1020 - 3/4""";135,00;19,05;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425795;APOIO BUCHA GUIA    CBHM;120157 - CHAPA GQ   3/8 (9,53)     1010;55,00;30,00;3;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425734;TRANSV SUP CILINDRO    PLAT  CBHM;134055NAC - TUBO QUADRADO 120 X 120 X 8.00;540,00;;1;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;425783;BUCHA GUIA    CBHM;134132 - TUBO MECANICO  32 X  20  ST-52;55,00;32,00;2;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças para Carretas PLATAF CAÇAMBAS;30338;MANCAL - PLATAFORMA M17 (4T) CBH/CBHM;134212 - TUBO MECANICO  56 X  40  ST-52;57,00;;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31225;DOBRADIÇA SUP. TAMPA TRAS. ABERT. LATERAL - CBH M18;120054 - CHAPA GQ   5/8 (15,8)     1010;145,00;103,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31239;DOBRADIÇA HORIZONTAL CBH/CBHM (M18);120054 - CHAPA GQ   5/8 (15,8)     1010;118,00;40,00;4;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;34698;REFORÇO INFERIOR 1 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;4;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;450870;LONGARINA - PLATAF (6000) CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;3696,00;252,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;450856;REFORCO CENTRAL - PLATAF (6000) CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1420,00;260,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;450820;REFORCO DIANT - PLATAF (6000) CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;650,00;216,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
